tier,reachability_representative,metro,title,best_email,all_emails,phone,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,pocs,primary_contact,primary_contact_channel
D,Anthony Sharnov,new york,"The Law Office of Anthony Sharnov, PC",info@sharnovlaw.com,info@sharnovlaw.com,+1 718-521-4909,http://sharnovlaw.com,"2973 Ocean Pkwy 1ST FLOOR, Brooklyn, NY 11235, United States","https://www.google.com/maps/place/The+Law+Office+of+Anthony+Sharnov,+PC/data=!4m7!3m6!1s0x89c24496442f76cf:0xe6f48c8cdb94e682!8m2!3d40.5787152!4d-73.9675277!16s%2Fg%2F1ptxj20k8!19sChIJz3YvRJZEwokRguaU24yM9OY",,,,,,,Anthony Sharnov,Principal Attorney,,Anthony Sharnov,Anthony Sharnov,info@sharnovlaw.com
D,,new york,GoFastNY - Traffic Tickets Defense LAW,support@gofastny.com,support@gofastny.com,+1 718-300-5922,http://www.gofastny.com,"1829 E 13th St Basement unit, Brooklyn, NY 11229, United States",https://www.google.com/maps/place/GoFastNY+-+Traffic+Tickets+Defense+LAW/data=!4m7!3m6!1s0x89c2445e4a032bdb:0x9eb7cc56f748ae9b!8m2!3d40.6047606!4d-73.9591948!16s%2Fg%2F11bxc82qrh!19sChIJ2ysDSl5EwokRm65I91bMt54,,,,,,,,,,,,
D,Bryan Barenbaum,new york,Law Offices of Bryan Barenbaum,info@brooklynjustice.com,info@brooklynjustice.com,+1 718-421-1111,http://www.brooklynjustice.com,"2060 Eastern Pkwy, Brooklyn, NY 11207, United States",https://www.google.com/maps/place/Law+Offices+of+Bryan+Barenbaum/data=!4m7!3m6!1s0x89c25c4692930c17:0x342bcf49a8069de1!8m2!3d40.6807553!4d-73.9044947!16s%2Fg%2F1tjcqc76!19sChIJFwyTkkZcwokR4Z0GqEnPKzQ,,,,,,,Bryan Barenbaum,Founding Attorney / Owner,,Bryan Barenbaum,Bryan Barenbaum,info@brooklynjustice.com
D,James Birch,new york,James Birch Attorney At Law,,,+1 718-442-1295,https://www.jameshbirchesq.com,"1189 Forest Ave, Staten Island, NY 10310, United States",https://www.google.com/maps/place/James+Birch+Attorney+At+Law/data=!4m7!3m6!1s0x89c24dd74da1b221:0xef9bc617bce029ce!8m2!3d40.6266885!4d-74.1297308!16s%2Fg%2F1tdw4cw3!19sChIJIbKhTddNwokRzingvBfGm-8,,,,,,,James Birch,Attorney / Owner,,James Birch,James Birch,info@jameshbirchesq.com
D,,new york,NY INJURY LAWYERS PLLC,billing@fvst.io,billing@fvst.io,+1 646-360-0765,https://www.nyinjurypllc.com,"99-00 Metropolitan Ave, Forest Hills, NY 11375, United States",https://www.google.com/maps/place/NY+INJURY+LAWYERS+PLLC/data=!4m7!3m6!1s0x89c25f90874d3b43:0xd397201e695326c1!8m2!3d40.7107033!4d-73.8536079!16s%2Fg%2F11k99xp3h5!19sChIJQztNh5BfwokRwSZTaR4gl9M,,,,,,,,,,,,
D,Gabriel Katzner,new york,"Katzner Law Group, PC",contact@katznerlawgroup.com,contact@katznerlawgroup.com,+1 646-718-4456,https://www.katznerlawgroup.com,"360 Lexington Ave 15th Floor 15th Floor, New York, NY 10017, United States","https://www.google.com/maps/place/Katzner+Law+Group,+PC/data=!4m7!3m6!1s0x89c259aaf867604d:0x4bc6aea2e0f59b61!8m2!3d40.7505138!4d-73.9769729!16s%2Fg%2F1tj53j35!19sChIJTWBn-KpZwokRYZv14KKuxks",https://www.facebook.com/katznerlawgroup,,,https://www.yelp.com/biz/katzner-law-group-new-york,,,Gabriel Katzner,Founding Partner,,Gabriel Katzner,Gabriel Katzner,https://www.facebook.com/katznerlawgroup
D,Jerrold S. Parker,new york,Parker Waichman LLP - Personal Injury Accident Attorneys,General_Info@yourlawyer.com,General_Info@yourlawyer.com;general_info@yourlawyer.com,+1 718-663-7509,https://www.yourlawyer.com/queens-personal-injury,"118-35 Queens Blvd Suite 400, Forest Hills, NY 11375, United States",https://www.google.com/maps/place/Parker+Waichman+LLP+-+Personal+Injury+Accident+Attorneys/data=!4m7!3m6!1s0x89c2616ce0cd707b:0x827a8ac7fb69ba39!8m2!3d40.7148274!4d-73.831194!16s%2Fg%2F11y4xps6hp!19sChIJe3DN4GxhwokRObpp-8eKeoI,https://www.facebook.com/ParkerWaichmanLLP,https://www.instagram.com/parkerwaichman/,https://www.linkedin.com/company/parker-waichman-llp/,,,https://www.youtube.com/@parkerwaichman,Jerrold S. Parker,Founding Partner,,Jerrold S. Parker;Raymond C. Silverman;Craig H. Snyder,Jerrold S. Parker,https://www.linkedin.com/company/parker-waichman-llp/
D,"Daniel J. Byrnes, Esq.",new york,Daniel J. Byrnes Attorney,info@dbyrneslaw.com,info@dbyrneslaw.com,+1 718-967-5000,http://www.dbyrneslaw.com,"4459 Amboy Rd #1, Staten Island, NY 10312, United States",https://www.google.com/maps/place/Daniel+J.+Byrnes+Attorney/data=!4m7!3m6!1s0x89c24bace69611b5:0xb2db7b6ca4b4c61e!8m2!3d40.5446364!4d-74.1629575!16s%2Fg%2F1tgdv135!19sChIJtRGW5qxLwokRHsa0pGx727I,,,,,,,"Daniel J. Byrnes, Esq.",Owner / Solo Practitioner,,"Daniel J. Byrnes, Esq.","Daniel J. Byrnes, Esq.",info@dbyrneslaw.com
D,Keith Matthew Sullivan,new york,"Sullivan & Galleshaw, LLP",contact@sullivangalleshaw.com,contact@sullivangalleshaw.com;info@sullivangalleshaw.com,+1 718-843-0300,https://www.sullivangalleshaw.com/queens-personal-injury-lawyers,"108-15 Cross Bay Blvd, Ozone Park, NY 11417, United States","https://www.google.com/maps/place/Sullivan+%26+Galleshaw,+LLP/data=!4m7!3m6!1s0x89c25df5124bf033:0xa3b6d90fe48117f6!8m2!3d40.6776366!4d-73.8436347!16s%2Fg%2F1tfvj3mj!19sChIJM_BLEvVdwokR9heB5A_ZtqM",,,,,,,Keith Matthew Sullivan,Partner / Name Partner (Founder),,Keith M. Sullivan;Keith Matthew Sullivan;James Joseph Galleshaw;Jomarie Licata,Keith Matthew Sullivan,
D,Joseph Cammarata,new york,Cammarata Law P.C.,info@cammaratalawpc.com,info@cammaratalawpc.com,+1 718-477-0020,http://www.cammaratalawpc.com,"1110 South Ave Ste 33, Staten Island, NY 10314, United States",https://www.google.com/maps/place/Cammarata+Law+P.C./data=!4m7!3m6!1s0x89c24cfa0172a32d:0x20b7220bbf928c53!8m2!3d40.6139964!4d-74.1769329!16s%2Fg%2F11b69vd7y3!19sChIJLaNyAfpMwokRU4ySvwsityA,,,,,,,Joseph Cammarata,Founding Attorney,,Joseph Cammarata,Joseph Cammarata,info@cammaratalawpc.com
D,Caelyn T. Canace,new york,"Law Firm of Caelyn T. Canace, PLLC",info@canacelawfirm.com,info@canacelawfirm.com,+1 646-455-1011,https://canacelawfirm.com,"1599 E 15th St 5th Fl, Brooklyn, NY 11230, United States","https://www.google.com/maps/place/Law+Firm+of+Caelyn+T.+Canace,+PLLC/data=!4m7!3m6!1s0x89c2458e3eaf00a3:0x7eb558e439101229!8m2!3d40.6106462!4d-73.9584576!16s%2Fg%2F11fv4swq85!19sChIJowCvPo5FwokRKRIQOeRYtX4",,,,,,,Caelyn T. Canace,Founder / Attorney,,Caelyn T. Canace,Caelyn T. Canace,info@canacelawfirm.com
D,Mohamed Mewafy,new york,Mewafy Law Firm,info@MewafyLawFirm.com,info@MewafyLawFirm.com;contact@mewafylaw.com;info@mewafylawfirm.com,+1 718-726-1800,http://mewafylaw.com,"35-01 30th Ave. Ste 401, Astoria, NY 11103, United States",https://www.google.com/maps/place/Mewafy+Law+Firm/data=!4m7!3m6!1s0x89c25f7805430b9d:0x89ce80009ddb9f1d!8m2!3d40.7654543!4d-73.9177493!16s%2Fg%2F11tgb5k8x9!19sChIJnQtDBXhfwokRHZ_bnQCAzok,,,,,,,Mohamed Mewafy,Founder / Managing Attorney,,Mohamed Mewafy,Mohamed Mewafy,contact@MewafyLaw.com
D,Bryan Gordon,new york,"Gordon Law, P.C. -",info@gordondivorcelaw.com,info@gordondivorcelaw.com;info@gordondivorcelawfirm.com,+1 347-670-2007,https://gordondivorcelawfirm.com,"161-10 Jamaica Ave #205, Jamaica, NY 11432, United States","https://www.google.com/maps/place/Gordon+Law,+P.C.+-/data=!4m7!3m6!1s0x89c26137718eb4a9:0xecaf01450cc5cc52!8m2!3d40.7034301!4d-73.7970733!16s%2Fg%2F11gv0sn74f!19sChIJqbSOcTdhwokRUszFDEUBr-w",,,,,,,Bryan Gordon,Founding Attorney,,Bryan Gordon;Steven Gildin;Michael Rayburn,Bryan Gordon,
D,Jane Croft,new york,"Legal Matters, LLC",info@nyclegalmatters.com,info@nyclegalmatters.com,+1 929-509-8205,http://nyclegalmatters.com,,"https://www.google.com/maps/place/Legal+Matters,+LLC/data=!4m7!3m6!1s0x234bf63846c73b1d:0x114feb905517e215!8m2!3d40.6971415!4d-73.9719214!16s%2Fg%2F11kqn8918d!19sChIJHTvHRjj2SyMRFeIXVZDrTxE",,,,,,,Jane Croft,Firm principal (inferred from client reviews),,Jane Croft,Jane Croft,
D,Bryan Gordon,new york,"Gordon Law, P.C.",info@nylawyersteam.com,info@nylawyersteam.com,+1 347-378-9090,https://www.nylawyersteam.com/family-law-attorney/locations/brooklyn,"32 Court St #404, Brooklyn, NY 11201, United States","https://www.google.com/maps/place/Gordon+Law,+P.C./data=!4m7!3m6!1s0x89c25b4e54d41237:0x4de8d630917c9a28!8m2!3d40.6929484!4d-73.9910376!16s%2Fg%2F11g0mgrm6x!19sChIJNxLUVE5bwokRKJp8kTDW6E0",,,,,,,Bryan Gordon,Founding Attorney,,Bryan Gordon,Bryan Gordon,info@gordondivorcelawfirm.com
D,Bryan Gordon,new york,"Gordon Law, P.C. - Bronx Family and Divorce Lawyer",info@nylawyersteam.com,info@nylawyersteam.com,+1 929-358-7117,https://www.nylawyersteam.com/family-law-attorney/locations/bronx,"2825 3rd Ave, Bronx, NY 10455, United States","https://www.google.com/maps/place/Gordon+Law,+P.C.+-+Bronx+Family+and+Divorce+Lawyer/data=!4m7!3m6!1s0x89c2f587e8b3d553:0x2a60c0cbd62d4e8!8m2!3d40.8157928!4d-73.9186679!16s%2Fg%2F11v02y4ln8!19sChIJU9Wz6If1wokR6NRivQwMpgI",,,,,,,Bryan Gordon,Founding Attorney,,Bryan Gordon,Bryan Gordon,info@gordondivorcelawfirm.com
D,Irene Sinayskaya Kahn,new york,Kahn Yuniver Law (KYPCL),,,+1 718-402-2240,http://www.kypcl.com,"710 Avenue U, Brooklyn, NY 11223, United States",https://www.google.com/maps/place/Kahn+Yuniver+Law+%28KYPCL%29/data=!4m7!3m6!1s0x89c2445fb873a2df:0x7956edae7f6ffda0!8m2!3d40.5977888!4d-73.9637068!16s%2Fg%2F11bwh5s5ct!19sChIJ36JzuF9EwokRoP1vf67tVnk,,,,,,,Irene Sinayskaya Kahn,Managing Partner,,Irene Sinayskaya Kahn;Steven Yuniver;Nicholas Trotta,Irene Sinayskaya Kahn,Office@Kypcl.com
D,Bryan Gordon,new york,"Gordon Law, P.C.",info@nylawyersteam.com,info@nylawyersteam.com,+1 917-768-3130,https://www.nylawyersteam.com/family-law-attorney/locations/manhattan-nyc,"600 3rd Ave 2nd floor, New York, NY 10016, United States","https://www.google.com/maps/place/Gordon+Law,+P.C./data=!4m7!3m6!1s0x89c25903f44c0001:0x3d83f8a5e4fe0f15!8m2!3d40.749299!4d-73.9757505!16s%2Fg%2F11h5q853y1!19sChIJAQBM9ANZwokRFQ_-5KX4gz0",,,,,,,Bryan Gordon,Founding Attorney,,Bryan Gordon,Bryan Gordon,info@gordondivorcelawfirm.com
D,Ron L. Meyers,new york,Ron L. Meyers & Associates PLLC,info@ronmeyerslaw.com,info@ronmeyerslaw.com,+1 212-644-8787,https://ronmeyerslaw.com,"475 Park Ave S #2100, New York, NY 10016, United States",https://www.google.com/maps/place/Ron+L.+Meyers+%26+Associates+PLLC/data=!4m7!3m6!1s0x89c258fb7691603f:0x4821750e0a8c9e6d!8m2!3d40.7454596!4d-73.9821739!16s%2Fg%2F1tf6y82p!19sChIJP2CRdvtYwokRbZ6MCg51IUg,,,,,,,Ron L. Meyers,Founder / Attorney,,Ron L. Meyers,Ron L. Meyers,
D,Amel Spahija,new york,SPAHIJA LAW - Brooklyn Criminal Defense Lawyer,info@spahijalaw.com,info@spahijalaw.com,+1 646-453-4001,https://www.spahijalaw.com,"147 Prince St Suite 238, Brooklyn, NY 11201, United States",https://www.google.com/maps/place/SPAHIJA+LAW+-+Brooklyn+Criminal+Defense+Lawyer/data=!4m7!3m6!1s0x89c25b6eb65dc719:0xcbd038ce1e2f7a84!8m2!3d40.6926539!4d-73.9823926!16s%2Fg%2F11xzmx5cty!19sChIJGcddtm5bwokRhHovHs440Ms,,https://www.instagram.com/spahijalaw/,https://www.linkedin.com/company/spahija-law/,,,https://www.youtube.com/@SpahijaLaw,Amel Spahija,Founder / Criminal Defense Attorney,,Amel Spahija;Former Prosecutor,Amel Spahija,info@spahijalaw.com
D,Robert Aronov,new york,"Divorce Lawyer Queens Aronov Family Law NY, P.C.",info@consumerlaw.com,info@consumerlaw.com,+1 718-206-1555,https://www.aronovlawny.com/divorce-attorney-nyc,"98-14 Queens Blvd, Rego Park, NY 11374, United States","https://www.google.com/maps/place/Divorce+Lawyer+Queens+Aronov+Family+Law+NY,+P.C./data=!4m7!3m6!1s0x89c25fad2cc30ad1:0xc641032efd0b2496!8m2!3d40.727994!4d-73.857777!16s%2Fg%2F11jsrds4s1!19sChIJ0QrDLK1fwokRliQL_S4DQcY",,,,,,,Robert Aronov,Managing Partner / Founding Attorney,,Robert Aronov,Robert Aronov,
D,"Jason ""Jay"" Browne",new york,Attorney Jay Browne,contact@attorneyjaybrowne.com,contact@attorneyjaybrowne.com,+1 347-669-3256,https://www.attorneyjaybrowne.com,"592 Pacific St 1st Floor, Brooklyn, NY 11217, United States",https://www.google.com/maps/place/Attorney+Jay+Browne/data=!4m7!3m6!1s0x89c25b2c0cbefb0f:0xa35d5259f0b2717b!8m2!3d40.6831006!4d-73.9773275!16s%2Fg%2F11wbyrffyp!19sChIJD_u-DCxbwokRe3Gy8FlSXaM,,,,,,,"Jason ""Jay"" Browne",Founding Attorney / Owner,,"Jason Browne;Jason ""Jay"" Browne","Jason ""Jay"" Browne",
D,George Vomvolakis,new york,Law Offices of George Vomvolakis,info@vomlaw.com,info@vomlaw.com,+1 212-682-0700,https://newyorkdefenselaw.com,"275 Madison Ave 35th floor, New York, NY 10016, United States",https://www.google.com/maps/place/Law+Offices+of+George+Vomvolakis/data=!4m7!3m6!1s0x89c259011e131cb9:0x538b5892c8a7bf60!8m2!3d40.7512254!4d-73.9799862!16s%2Fg%2F1tgyxmmf!19sChIJuRwTHgFZwokRYL-nyJJYi1M,,,http://linkedin.com/shareArticle?mini=true&title=About%20The%20Firm&url=https://newyorkdefenselaw.com/about/,,,,George Vomvolakis,Founder / Attorney,,George Vomvolakis;NYC Criminal,George Vomvolakis,info@vomlaw.com
D,Surajudeen Agbaje,new york,Surajudeen Agbaje Law Office,info@agbajelawpc.com,info@agbajelawpc.com,+1 718-231-1353,https://www.agbajelawpc.com,"3550 White Plains Rd #2, Bronx, NY 10467, United States",https://www.google.com/maps/place/Surajudeen+Agbaje+Law+Office/data=!4m7!3m6!1s0x89c2f315640eba1b:0xd88c22e65d49063!8m2!3d40.8782241!4d-73.8654755!16s%2Fg%2F1td4_syr!19sChIJG7oOZBXzwokRY5DUZS7CiA0,,,,,,,Surajudeen Agbaje,Founder / Immigration Attorney,,Surajudeen Agbaje,Surajudeen Agbaje,info@agbajelawpc.com
D,Contact Uncontested,new york,Uncontested Divorce Lawyers,info@atlantaautolaw.com,info@atlantaautolaw.com;info@uncontesteddivorcelawyersnyc.com;info@uncontesteddivorceny.com;info@uncontesteddivorcestatenislandrichmondcountydivorce.com,+1 929-635-7550,https://uncontesteddivorcelawyersnyc.com/location/uncontested-divorce-lawyer-staten-island-ny,"597 Manor Rd 2nd floor, Staten Island, NY 10314, United States",https://www.google.com/maps/place/Uncontested+Divorce+Lawyers/data=!4m7!3m6!1s0x89c24f005c6d1f9b:0x3108a16928d8722f!8m2!3d40.6128567!4d-74.1223214!16s%2Fg%2F11yskhpg37!19sChIJmx9tXABPwokRL3LYKGmhCDE,,,,,,,Contact Uncontested,,,,Contact Uncontested,
D,David A. Alishaev,new york,Alishaev Law Group,info@wecloseny.com,info@wecloseny.com,+1 718-459-2030,http://www.wecloseny.com,"100-15 Queens Blvd #203, Forest Hills, NY 11375, United States",https://www.google.com/maps/place/Alishaev+Law+Group/data=!4m7!3m6!1s0x89c25e31f677aeb7:0x746f81b8f467e243!8m2!3d40.7271329!4d-73.8529975!16s%2Fg%2F11b7fm5j8p!19sChIJt6539jFewokRQ-Jn9LiBb3Q,,,,,,,David A. Alishaev,Principal Attorney / Managing Partner (Founder),,David A. Alishaev,David A. Alishaev,info@wecloseny.com
D,Timothy M. O'Donovan,new york,Law Office Of Timothy M. O'Donovan,,,+1 718-980-7300,http://www.timothyodonovanesq.com,"1860 Clove Rd, Staten Island, NY 10304, United States",https://www.google.com/maps/place/Law+Office+Of+Timothy+M.+O%27Donovan/data=!4m7!3m6!1s0x89c24f8d41c59a2b:0x9fdccce015680b45!8m2!3d40.6070857!4d-74.0887346!16s%2Fg%2F125_v7jsz!19sChIJK5rFQY1PwokRRQtoFeDM3J8,,,,,,,Timothy M. O'Donovan,Founding Attorney / Owner,,Timothy M. O'Donovan,Timothy M. O'Donovan,info@timothyodonovanesq.com
D,,new york,Law Offices of DUI & Defence,,,+1 718-492-6837,https://lawofficesoflyndadeesvs.com,"605 E 132nd St #166, Bronx, NY 10454, United States",https://www.google.com/maps/place/Law+Offices+of+DUI+%26+Defence/data=!4m7!3m6!1s0x89c2f51b6f29831f:0x99d478027e925b10!8m2!3d40.8025845!4d-73.9188177!16s%2Fg%2F11yswlw4rl!19sChIJH4Mpbxv1wokREFuSfgJ41Jk,,,,,,,,,,,,
D,,new york,Steven Zalewski & Associates,,,+1 718-521-6041,,"888 Grand Concourse, Bronx, NY 10451, United States",https://www.google.com/maps/place/Steven+Zalewski+%26+Associates/data=!4m7!3m6!1s0x89c2f5cfd1252c0b:0xeba69a989bc14519!8m2!3d40.8263628!4d-73.9224151!16s%2Fg%2F11bbt366vq!19sChIJCywl0c_1wokRGUXBm5iapus,,,,,,,,,,,,
D,,new york,Law Office Of Edward Delli Paoli,,,+1 718-668-0600,,"129 New Dorp Plaza, Staten Island, NY 10306, United States",https://www.google.com/maps/place/Law+Office+Of+Edward+Delli+Paoli/data=!4m7!3m6!1s0x89c2495929664ef3:0x680ae20a5e53cdfc!8m2!3d40.5724548!4d-74.119431!16s%2Fg%2F11j9lh3x89!19sChIJ805mKVlJwokR_M1TXgriCmg,,,,,,,,,,,,
D,,new york,Law Offices of Michael Grinblat,,,+1 347-796-0712,,"10 E 39th St 12th floor, New York, NY 10016, United States",https://www.google.com/maps/place/Law+Offices+of+Michael+Grinblat/data=!4m7!3m6!1s0x89c259990e829f2f:0x5361e72804a008b!8m2!3d40.7510694!4d-73.9815945!16s%2Fg%2F12jf4jj5g!19sChIJL5-CDplZwokRiwBKgHIeNgU,,,,,,,,,,,,
D,,new york,Macey Bankruptcy Law - Manhattan Bankruptcy,,,+1 646-862-3167,,"420 Lexington Ave #2132, New York, NY 10170, United States",https://www.google.com/maps/place/Macey+Bankruptcy+Law+-+Manhattan+Bankruptcy/data=!4m7!3m6!1s0x89c2590246d9dfcd:0xc58f13e0ecae9188!8m2!3d40.7526842!4d-73.9759022!16s%2Fg%2F1tctygj_!19sChIJzd_ZRgJZwokRiJGu7OATj8U,,,,,,,,,,,,
D,Mark S. Cossuto,new york,Cossuto DWI Defense,,,+1 646-844-4188,https://queensdwiattorneys.com,"36-36 Prince St, Flushing, NY 11354, United States",https://www.google.com/maps/place/Cossuto+DWI+Defense/data=!4m7!3m6!1s0x89c2600f00900c35:0x26298f23e0ce82b1!8m2!3d40.7610753!4d-73.8331325!16s%2Fg%2F11kc8mwwp8!19sChIJNQyQAA9gwokRsYLO4COPKSY,,,,,,,Mark S. Cossuto,Owner / DWI Defense Attorney,,Mark S. Cossuto,Mark S. Cossuto,
D,James L. Lutfy,new york,"Lutfy and Santora, Attorneys at Law",,,+1 718-442-2272,http://landslaw.net,"1405 Clove Rd, Staten Island, NY 10301, United States","https://www.google.com/maps/place/Lutfy+and+Santora,+Attorneys+at+Law/data=!4m7!3m6!1s0x89c24ef550ba8f77:0x8c3df5aedbdc7a4c!8m2!3d40.6131436!4d-74.0995646!16s%2Fg%2F11gtzqk74_!19sChIJd4-6UPVOwokRTHrc2671PYw",,,,,,,James L. Lutfy,Co-Founder / Name Partner,,James L. Lutfy;Joseph Santora,James L. Lutfy,
D,,new york,Staten Island Criminal Court,,,+1 646-386-4500,http://www.courts.state.ny.us/courts/nyc/criminal/generalinfo.shtml,"26 Central Ave, Staten Island, NY 10301, United States",https://www.google.com/maps/place/Staten+Island+Criminal+Court/data=!4m7!3m6!1s0x89c24e4eaa04bdcb:0xa0036e83d575ed41!8m2!3d40.640865!4d-74.0772303!16s%2Fg%2F11bxb9z6d5!19sChIJy70Eqk5OwokRQe111YNuA6A,,,,,,,,,,,,
D,,new york,"Jonathan H. Poznansky, Attorney at Law",,,+1 718-442-1550,,"1688 Victory Blvd #200, Staten Island, NY 10314, United States","https://www.google.com/maps/place/Jonathan+H.+Poznansky,+Attorney+at+Law/data=!4m7!3m6!1s0x89c24e81171eaa85:0xee9f29078923be3a!8m2!3d40.6124078!4d-74.128905!16s%2Fg%2F1tdx0g34!19sChIJhaoeF4FOwokROr4jiQcpn-4",,,,,,,,,,,,
D,,new york,Law Offices of Joseph C. Perez,,,+1 718-918-0327,,"216 Pennyfield Ave, Bronx, NY 10465, United States",https://www.google.com/maps/place/Law+Offices+of+Joseph+C.+Perez/data=!4m7!3m6!1s0x89c28b0352dfd509:0xb45d928ec420ed62!8m2!3d40.8133784!4d-73.8065912!16s%2Fg%2F1td_zjg8!19sChIJCdXfUgOLwokRYu0gxI6SXbQ,,,,,,,,,,,,
D,,new york,Gellman Jay,,,+1 718-793-5033,,"118-35 Queens Blvd, Forest Hills, NY 11375, United States",https://www.google.com/maps/place/Gellman+Jay/data=!4m7!3m6!1s0x89c26098166991e3:0x3e839a099740e561!8m2!3d40.715319!4d-73.8305627!16s%2Fg%2F11bbrhhw0j!19sChIJ45FpFphgwokRYeVAlwmagz4,,,,,,,,,,,,
D,Michael Bush,new york,"Chelli & Bush, Attorneys at Law",,,+1 718-987-8444,https://www.chelliandbush.com,"149 New Dorp Ln, Staten Island, NY 10306, United States","https://www.google.com/maps/place/Chelli+%26+Bush,+Attorneys+at+Law/data=!4m7!3m6!1s0x89c2495301125d81:0xa78696d26b700071!8m2!3d40.5736882!4d-74.1152558!16s%2Fg%2F1hbpwshkc!19sChIJgV0SAVNJwokRcQBwa9KWhqc",,,,,,,Michael Bush,Principal,,Michael Bush;Victor Barbosa;Joseph D'Agostino,Michael Bush,
D,,new york,"Law Offices of Mandeep Kaur, P.C.",,,+1 347-691-3630,,"3548 E Tremont Ave, Bronx, NY 10465, United States","https://www.google.com/maps/place/Law+Offices+of+Mandeep+Kaur,+P.C./data=!4m7!3m6!1s0x89c28b38eba5f16b:0x737493066603ad4!8m2!3d40.8299846!4d-73.8259641!16s%2Fg%2F11g9qg8fh3!19sChIJa_Gl6ziLwokR1DpgZjBJNwc",,,,,,,,,,,,
D,Anthony M. Vassallo,new york,Law Office of Anthony M. Vassallo,,,+1 347-464-8277,http://www.amvasslaw.com,"276 5th Ave, New York, NY 10001, United States",https://www.google.com/maps/place/Law+Office+of+Anthony+M.+Vassallo/data=!4m7!3m6!1s0x89c25a5572271bc5:0x27ad137137ecc60c!8m2!3d40.7459698!4d-73.9869095!16s%2Fg%2F11by_p6pnk!19sChIJxRsnclVawokRDMbsN3ETrSc,,,,,,,Anthony M. Vassallo,Founder / Owner (bankruptcy attorney),,Anthony M. Vassallo,Anthony M. Vassallo,
D,,new york,"Jack L. Glasser, P.C.",,,+1 718-526-8100,,"89-10 Sutphin Blvd, Jamaica, NY 11435, United States","https://www.google.com/maps/place/Jack+L.+Glasser,+P.C./data=!4m7!3m6!1s0x89c260c4f2450a85:0x18d1767e20bcdc0e!8m2!3d40.7034723!4d-73.80879!16s%2Fg%2F1tfgq9q8!19sChIJhQpF8sRgwokRDty8IH520Rg",,,,,,,,,,,,
D,Janice G. Roven,new york,"Roven Law Group, P.C.",,,+1 212-262-3280,https://rovenlawgroup.com,"3 Park Ave Ste 2700, New York, NY 10016, United States","https://www.google.com/maps/place/Roven+Law+Group,+P.C./data=!4m7!3m6!1s0x89c25901992d3679:0xaa42ac0f83fc44d2!8m2!3d40.746748!4d-73.9812892!16s%2Fg%2F1tg5_k5k!19sChIJeTYtmQFZwokR0kT8gw-sQqo",,,,,,,Janice G. Roven,Founding Attorney,,Janice G. Roven;Diana Imbert,Janice G. Roven,
D,John M. Murphy Jr.,new york,John M. Murphy Jr Attorney At Law,,,+1 718-442-4052,https://www.johnmmurphyjresq.com,"60 Bay St, Staten Island, NY 10301, United States",https://www.google.com/maps/place/John+M.+Murphy+Jr+Attorney+At+Law/data=!4m7!3m6!1s0x89c24fd2bbae7691:0xfe5b49dfb1eee934!8m2!3d40.6404885!4d-74.0760463!16s%2Fg%2F1tjz48kn!19sChIJkXauu9JPwokRNOnusd9JW_4,,,,,,,John M. Murphy Jr.,Owner / Attorney at Law,,John M. Murphy Jr.,John M. Murphy Jr.,
D,,new york,Law offices of Dolly Z Hassan,,,+1 718-847-3757,,"135-20 Liberty Ave, South Richmond Hill, NY 11419, United States",https://www.google.com/maps/place/Law+offices+of+Dolly+Z+Hassan/data=!4m7!3m6!1s0x89c260b0c4bd758f:0xa61bcf9c1d3dcfe3!8m2!3d40.6915892!4d-73.810985!16s%2Fg%2F1v2jdv50!19sChIJj3W9xLBgwokR4889HZzPG6Y,,,,,,,,,,,,
D,Clover M. Barrett,new york,Clover Barrett & Associates P.C.,,,+1 718-625-8568,http://cloverbarrett.com,"338 Atlantic Ave, Brooklyn, NY 11201, United States",https://www.google.com/maps/place/Clover+Barrett+%26+Associates+P.C./data=!4m7!3m6!1s0x89c25a4dea5ea1e7:0xd752f5c70606955!8m2!3d40.687696!4d-73.987616!16s%2Fg%2F1tlwgkhb!19sChIJ56Fe6k1awokRVWlgcFwvdQ0,,,,,,,Clover M. Barrett,Principal / Founder,,Clover M. Barrett,Clover M. Barrett,
D,Howard Greenberg,new york,Greenberg Law Firm,,,+1 718-797-1800,https://www.howardgreenberglaw.com,"139 Court St, Brooklyn, NY 11201, United States",https://www.google.com/maps/place/Greenberg+Law+Firm/data=!4m7!3m6!1s0x89c25a4f2714f675:0x2301d08b16c795d0!8m2!3d40.6893925!4d-73.9922548!16s%2Fg%2F1tfcjpdx!19sChIJdfYUJ09awokR0JXHFovQASM,,,,,,,Howard Greenberg,Founding Attorney / Owner,,Howard Greenberg,Howard Greenberg,
D,Pasquale E. DiVernieri,new york,DiVernieri DiVernieri & Cotter,,,+1 718-667-1301,http://www.ddclawfirm.com,"361 Edison St, Staten Island, NY 10306, United States",https://www.google.com/maps/place/DiVernieri+DiVernieri+%26+Cotter/data=!4m7!3m6!1s0x89c24952631c917b:0x14c45aeee14f4efc!8m2!3d40.573042!4d-74.113408!16s%2Fg%2F125__8nwn!19sChIJe5EcY1JJwokR_E5P4e5axBQ,,,,,,,Pasquale E. DiVernieri,Founding Partner,,Pasquale E. DiVernieri,Pasquale E. DiVernieri,
